journal_record_id,title,publication_year,journal,issn,doi,url,within_search_venues,automated_screen,automated_reason,dedupe_status,abstract,human_decision,title_abstract_reason,full_text_decision,full_text_reason,study_id,evidence_weight
JR-032,A Roadmap for Software Testing in Open-Collaborative and AI-Powered Era,2025,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3709355,https://doi.org/10.1145/3709355,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Internet technology has given rise to an open-collaborative software development paradigm, necessitating the open-collaborative schema to software testing. It enables diverse and globally distributed contributions, but also presents significant challenges to efficient testing processes, coordination among personnel, and management of testing artifacts. At the same time, advancements in AI have enhanced testing capabilities and enabling automation, while also introducing new testing needs and unique challenges for AI-based systems. In this context, this article explores software testing in the open-collaborative and AI-powered era, focusing on the interrelated dimensions of process, personnel, and technology. Among them, process involves managing testing workflows and artifacts to improve efficiency, personnel emphasizes the role of individuals in ensuring testing quality through collaboration and contributions, while technology refers to AI methods that enhance testing capabilities and address challenges in AI-based systems. Furthermore, we delve into the challenges and opportunities arising from emerging technologies such as Large Language Models (LLMs) and the AI model-centric development paradigm.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-033,A Roadmap for Tamed Interactions with Large Language Models,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3832776,https://doi.org/10.1145/3832776,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Large Language Models (LLMs) are increasingly embedded in software systems (GenAIware), enabling new forms of automation and interaction. However, their probabilistic nature and reliance on prompt programming challenge reliability, robustness, and maintainability. In current practice, prompt-related concerns (e.g., context management, interaction logic, output validation) are embedded in general-purpose code, leading to implicit, hard-to-analyze systems. We argue that prompt programming should be treated as a first-class Software Engineering (SE) concern and propose LLM Scripting Language (LSL), a Domain Specific Language (DSL) for structuring LLM interactions as analyzable programs. LSL introduces abstractions for interaction blocks, context scopes, output constraints, and control flow, separating deterministic logic from probabilistic model behavior while ensuring syntactic compliance. From an SE perspective, LSL supports disciplined development by making interaction logic explicit, analyzable, and amenable to verification and validation. It also acts as cognitive scaffolding, externalizing prompt design into programmable artifacts that reduce implicit reasoning and support systematic debugging, evolution, and reuse. We illustrate these properties in a structured generation scenario, showing improved failure localization and interaction transparency. While LSL does not guarantee semantic correctness or factual accuracy, it provides a principled foundation for more analyzable and maintainable prompt-based systems.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-034,A Scalable Vulnerability Detection System with Multi-View Graph Representations,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3770075,https://doi.org/10.1145/3770075,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Deep learning (DL) has been extensively utilized in source code vulnerability detection due to its robust automatic feature extraction capabilities. To achieve scalable vulnerability scanning, some prior studies intend to process the source code directly by treating them as text. However, these text-based methods cannot achieve the best performance due to the lack utilizing program semantics. In contrast, other approaches aim to enhance accuracy by distilling program semantics into graph representations for vulnerability detection. Despite their accuracy, these graph-based methods are not scalable, as graph analysis is generally time-intensive. In this article, we aim to achieve both scalability and accuracy in scanning large-scale source code vulnerabilities. Inspired by existing DL-based image classification which has the ability to analyze millions of images accurately, we prefer to use these techniques to accomplish our purpose. Specifically, we propose an innovative approach that efficiently converts the source code of a function into multi-view images, while preserving the diverse program information from different perspectives. Based on this approach, we introduce a vulnerability detection system, VulCNN , which can leverage the function images and simple convolutional neural networks (CNN) to effectively and efficiently detect vulnerabilities. We implement VulCNN and evaluate it on three popular and widely used datasets (i.e., the Devign , Big-Vul , and ReVeal datasets). Experimental results report that VulCNN can achieve better accuracy than nine state-of-the-art vulnerability detectors (i.e., TokenCNN , VulDeePecker , SySeVR , VulDeeLocator , Devign , EPVD , VulDecgre , UniXcoder , and PDBERT ). We also compare VulCNN with three widely used large language models (i.e., Llama-2-Instruct , DeepSeek-Coder , Qwen2.5-Coder-Instruct ) and one LLM-based detection method (i.e., GRACE ), and the experimental results demonstrate that our proposed method can perform better than most of vulnerability detection methods. As for scalability, VulCNN is about five times faster than VulDeeLocator and about two times faster than Devign . VulCNN achieves vulnerability detection effectiveness comparable to the state-of-the-art method GRACE , but with a 31.52% reduction in time overhead.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-035,A Survey on LLM-based Code Generation for Low-Resource and Domain-Specific Programming Languages,2025,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3770084,https://doi.org/10.1145/3770084,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Large Language Models (LLMs) have shown remarkable capabilities in code generation for popular programming languages. However, their performance in Low-Resource Programming Languages (LRPLs) and Domain-Specific Languages (DSLs) remains a critical challenge. This gap affects millions of developers - with Rust alone having 3.5 million users - who are currently unable to fully leverage LLM capabilities. LRPLs and DSLs face unique challenges, including severe data scarcity and, for DSLs, highly specialized syntax and semantics that are poorly represented in general-purpose datasets. Addressing these challenges is crucial as LRPLs and DSLs significantly enhance development efficiency in specialized domains and applications, including financial and scientific works. While several surveys on LLMs for software engineering and code exist, none comprehensively address the challenges and opportunities specific to LRPLs and DSLs. Our survey fills this gap by providing a systematic review of the current state, methodologies, and challenges in leveraging LLMs for code generation in LRPL and DSL. We filtered 111 papers from over 27,000 published studies from 2020 – 2024 to understand the capabilities and limitations of LLMs in these specialized domains. We also expanded our literature search to include 5 recent papers from 2024 – 2025. We report LLMs used, benchmarks, and metrics to evaluate code generation in LRPLs and DSLs, as well as strategies used to enhance LLM performance, and the collected datasets and curation methods in this context. We identified four main evaluation techniques used in the literature, along with several metrics to assess code generation in LRPL and DSL. We categorized the methods used for LLM improvement into six main groups and summarized the novel methods and architectures proposed by the researchers. We also classified different approaches used for data collection and preparation. While different techniques, metrics, and datasets are used, there is a lack of a standard approach and a benchmark dataset to evaluate code generation in several LRPLs and DSLs. We discuss several distinctions of the studied approaches with the ones used in high-resource programming languages (HRPLs), as well as several challenges unique to these languages, especially DSLs. The challenges stem from the scarcity of data, the unique requirements, and specialized domains, which often need expertise guidelines or domain-specific tools. Accordingly, we provide insights into different research opportunities for the studied aspects. This survey serves as a comprehensive resource for researchers and practitioners working at the intersection of LLMs, software engineering, and specialized programming languages, providing a foundation for future advancements in LRPL and DSL code generation. A GitHub repository was created to organize the papers of this survey at https://github.com/jie-jw-wu/Survey-CodeLLM4LowResource-DSL .",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-036,A Survey on Large Language Models for Code Generation,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3747588,https://doi.org/10.1145/3747588,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Large Language Models (LLMs) have garnered remarkable advancements across diverse code-related tasks, known as Code LLMs, particularly in code generation that generates source code with LLM from natural language descriptions. This burgeoning field has captured significant interest from both academic researchers and industry professionals due to its practical significance in software development, e.g., GitHub Copilot . Despite the active exploration of LLMs for a variety of code tasks, either from the perspective of Natural Language Processing (NLP) or Software Engineering (SE) or both, there is a noticeable absence of a comprehensive and up-to-date literature review dedicated to LLM for code generation. In this survey, we aim to bridge this gap by providing a systematic literature review that serves as a valuable reference for researchers investigating the cutting-edge progress in LLMs for code generation. We introduce a taxonomy to categorize and discuss the recent developments in LLMs for code generation, covering aspects such as data curation, latest advances, performance evaluation, ethical implications, environmental impact, and real-world applications. In addition, we present a historical overview of the evolution of LLMs for code generation and provide a quantitative and qualitative comparative analysis of experimental results of code LLMs, sourced from their original papers to ensure a fair comparison on the HumanEval, MBPP, and BigCodeBench benchmarks, across various levels of difficulty and types of programming tasks, to highlight the progressive enhancements in LLM capabilities for code generation. We identify critical challenges and promising opportunities regarding the gap between academia and practical development. Furthermore, we have established a dedicated resource GitHub page ( https://github.com/juyongjiang/CodeLLMSurvey ) to continuously document and disseminate the most recent advances in the field.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-037,A Systematic Literature Review of Parameter-Efficient Fine-Tuning for Large Code Models,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3796522,https://doi.org/10.1145/3796522,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"The rise of Artificial Intelligence (AI)-and particularly Large Language Models (LLMs) for code–has reshaped Software Engineering (SE) by enabling the automation of tasks such as code generation, bug detection, and repair. However, these models require significant computational resources for training and fine-tuning, posing challenges for real-world adoption in resource-constrained environments. To address this, the research community has increasingly turned to Parameter-Efficient Fine-Tuning (PEFT)–a class of techniques that enables the adaptation of large models by updating only a small subset of parameters, rather than the entire model. In this Systematic Literature Review (SLR), we examine the growing application of PEFT techniques–across a wide range of software engineering tasks. We analyze how these methods are used to optimize various deep learning (DL) architectures, focusing on their impact on both performance and efficiency. Our study synthesizes findings from 28 peer-reviewed papers, identifying patterns in configuration strategies and adaptation trade-offs. The outcome of this review is a comprehensive taxonomy that categorizes PEFT usage by task type, distinguishing between generative (e.g., Code Summarization) and non-generative (e.g., Code Clone Detection) scenarios. Our findings aim to inform future research and guide the practical deployment of PEFT in sustainable, AI-powered software development. Our artifacts are publicly available at https://github.com/alvi75/SLR-PEFT",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-038,A Systematic Literature Review on Detecting Software Vulnerabilities with Large Language Models,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3815425,https://doi.org/10.1145/3815425,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"The increasing adoption of Large Language Models (LLMs) in software engineering has sparked interest in their use for software vulnerability detection. However, the rapid development of this field has resulted in a fragmented research landscape, with diverse studies that are difficult to compare due to differences in, e.g., system designs and dataset usage. This fragmentation makes it difficult to obtain a clear overview of the state-of-the-art or compare and categorize studies meaningfully. In this work, we present a comprehensive systematic literature review (SLR) of LLM-based software vulnerability detection. We analyze 263 studies published between January 2020 and November 2025, categorizing them by task formulation, input representation, system architecture, and techniques. Further, we analyze the datasets used, including their characteristics, vulnerability coverage, and diversity. We present a fine-grained taxonomy of vulnerability detection approaches, identify key limitations, and outline actionable future research opportunities. By providing a structured overview of the field, this review improves transparency and serves as a practical guide for researchers and practitioners aiming to conduct more comparable and reproducible research. We publicly release all artifacts and maintain a living repository of LLM-based software vulnerability detection studies at https://github.com/hs-esslingen-it-security/Awesome-LLM4SVD .",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-039,A Systematic Literature Review on Large Language Models for Automated Program Repair,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3799693,https://doi.org/10.1145/3799693,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Automated Program Repair (APR) attempts to patch software bugs and reduce manual debugging efforts. Very recently, with the advances in Large Language Models (LLMs), a rapidly increasing number of APR techniques have been proposed, significantly facilitating software development and maintenance and demonstrating remarkable performance. However, due to ongoing explorations in the LLM-based APR field, it is challenging for researchers to understand the current achievements, challenges, and potential opportunities. This work provides the first systematic literature review to summarize the applications of LLMs in APR between 2020 and 2025. We analyze 189 relevant papers from LLMs, APR and their integration perspectives. First, we categorize existing popular LLMs that are applied to support APR and outline four types of utilization strategies for their deployment. Besides, we detail some specific repair scenarios that benefit from LLMs, e.g., semantic bugs and security vulnerabilities. Furthermore, we discuss several critical aspects of integrating LLMs into APR research, e.g., input forms and open science. Finally, we highlight a set of challenges remaining to be investigated and the potential guidelines for future research. Overall, our paper provides a systematic overview of the research landscape to the APR community, helping researchers gain a comprehensive understanding of achievements and promote future research. Our artifacts are publicly available at the GitHub repository: https://github.com/iSEngLab/AwesomeLLM4APR .",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-040,"A Year in TOSEM: New Research Award, Agentic AI Special Issue and Much More",2025,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3785329,https://doi.org/10.1145/3785329,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"TOSEM is ACM’s flagship journal for publishing software engineering research. TOSEM stays true to the foundations of the discipline while meaningfully engaging with the wave of disruptive technological innovations that are currently sweeping not only software engineering but also the broader computing discipline. At the end of one year as Editor-in-Chief of TOSEM, I take this opportunity to discuss some of the initiatives taken in the past year. It also gives our editorial board a chance to reflect on additional possibilities that could be tried in order to engage with the software engineering community at large, which continues to grow and evolve.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-041,A-ProS: Towards Reliable Autonomous Programming Through Multi-Model Feedback,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3820891,https://doi.org/10.1145/3820891,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Large Language Models (LLMs) demonstrate strong potential for automated code generation, yet their ability to iteratively refine solutions using execution feedback remains underexplored. Competitive programming offers an ideal testbed for this investigation, as it demands end-to-end algorithmic reasoning, precise implementation under strict computational constraints, and complete functional correctness with rigorous evaluation. In this paper, we present A-ProS, an autonomous AI agent that solves competitive programming problems through a hybrid multi-model feedback framework separating solution generation from specialized debugging. A-ProS combines ChatGPT-based generators (GPT-4 and GPT-5) with three debugging critics: Codestral-2508, Llama-3.3-70B, and DeepSeek-R1, under a 2 × 3 factorial design. We evaluate six workflows on 367 problems from ICPC World Finals (2011–2024) and Codeforces (rated 1200–1800). The results show that GPT-5 workflows improve from 39 initial accepted solutions to 85–90 after three refinement rounds, while GPT-4 improves from 15 to 31–38. A controlled ablation on 47 problems shows that stateful refinement outperforms stateless approaches by 8.5–10.6 percentage points and reduces repeated failures by up to 3.5×. Compared to baseline agent loops, A-ProS achieves over 2× greater gains, highlighting the importance of persistent context and multi-model feedback for reliable autonomous program synthesis.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-042,ACTesting: Automated Cross-Modal Testing Method of Text-to-Image Software,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3768581,https://doi.org/10.1145/3768581,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Recently, creative generative AI software has emerged as a pivotal assistant, enabling users to generate content and seek inspiration rapidly. Text-to-Image (T2I) software, one of the most widely used, synthesizes images with text input by engaging in a cross-modal process. However, despite substantial advancements in the T2I engine, T2I software still encounters errors when generating complex or non-realistic scenes, including omitting focal entities, low image realism, and mismatched text-image information. The cross-modal nature of T2I software complicates error detection for traditional testing methods, and the absence of test oracles further exacerbates the complexity of the testing process. To fill this gap, we propose ACTesting , an A utomated C ross-modal Testing Method of Text-to-Image Software, the first testing method explicitly designed for T2I software. ACTesting utilizes the metamorphic testing principle to address the oracle problem and identifies cross-modal semantic consistency as its fundamental Metamorphic Relation (MR) by employing the Entity-Relationship (ER) triples. We design three kinds of mutation operators under the guidance of MR and the adaptability density constraint to construct the new input text. After generating the images based on the text, ACTesting verifies whether MR is satisfied by detecting the ER triples across two modalities to detect the errors of T2I software. In our experiments across five popular T2I software, ACTesting effectively generates error-revealing tests, resulting in a decrease in text-image consistency by up to 20% when compared to the baseline. Additionally, an ablation study demonstrates the efficacy of the proposed mutation operators. The experimental results validate that ACTesting can reliably identify errors within T2I software.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-043,AI-NativeBench: An Open-Source White-Box Agentic Benchmark Suite for AI-Native Systems,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3821576,https://doi.org/10.1145/3821576,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"The transition from Cloud-Native to AI-Native architectures is fundamentally reshaping software engineering, replacing deterministic microservices with probabilistic agentic services. However, this shift renders traditional black-box evaluation paradigms insufficient: existing benchmarks measure raw model capabilities while remaining blind to system-level execution dynamics. To bridge this gap, we introduce AI-NativeBench, the first application-centric and white-box AI-Native benchmark suite grounded in Model Context Protocol (MCP) and Agent-to-Agent (A2A) standards. By treating agentic spans as first-class citizens within distributed traces, our methodology enables granular analysis of engineering characteristics beyond simple capabilities. Leveraging this benchmark across 21 system variants, we uncover critical engineering realities invisible to traditional metrics: a parameter paradox where lightweight models often surpass flagships in protocol adherence, a pervasive inference dominance that renders protocol overhead secondary, and an expensive failure pattern where self-healing mechanisms paradoxically act as cost multipliers on unviable workflows. This work provides the first systematic evidence to guide the transition from measuring model capability to engineering reliable AI-Native systems. To facilitate reproducibility and further research, we have open-sourced the benchmark and dataset.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-044,AcTracer: Active Testing of Large Language Model via Multi-Stage Sampling,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3744340,https://doi.org/10.1145/3744340,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Performance evaluation plays a crucial role in the development lifecycle of large language models (LLMs). It estimates the model’s capability, elucidates behavior characteristics, and facilitates the identification of potential issues and limitations, thereby guiding further improvement. Given that LLMs’ diverse task-handling abilities stem from large volumes of training data, a comprehensive evaluation also necessitates abundant, well-annotated, and representative test data to assess LLM performance across various downstream tasks. However, the demand for high-quality test data often entails substantial time, computational resources, and manual efforts, sometimes causing the evaluation to be inefficient or impractical. To address these challenges, researchers propose active testing, which estimates the overall performance by selecting a subset of test data. Nevertheless, the existing active testing methods tend to be inefficient, even inapplicable, given the unique new challenges of LLMs (e.g., diverse task types, increased model complexity, and unavailability of training data). To mitigate such limitations and expedite the development cycle of LLMs, in this work, we introduce AcTracer, an active testing framework tailored for LLMs that strategically selects a small subset of test data to achieve a more accurate performance estimation for LLMs. AcTracer utilizes both internal and external information from LLMs to guide the test sampling process, reducing variance through a multi-stage pool-based active selection. Our experiment results demonstrate that AcTracer achieves state-of-the-art performance compared to existing methods across various tasks.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-045,Accountability in Code Review: The Role of Intrinsic Drivers and the Impact of LLMs,2025,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3721127,https://doi.org/10.1145/3721127,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Accountability is an innate part of social systems. It maintains stability and ensures positive pressure on individuals’ decision-making. As actors in a social system, software developers are accountable to their team and organization for their decisions. However, the drivers of accountability and how it changes behavior in software development are less understood. In this study, we look at how the social aspects of code review affect software engineers’ sense of accountability for code quality. Since Software Engineering (SE) is increasingly involving Large Language Models (LLM) assistance, we also evaluate the impact on accountability when introducing LLM-assisted code reviews. We carried out a two-phased sequential qualitative study ( \(\textbf{interviews}\rightarrow\textbf{focus groups}\) ). In Phase I (16 interviews), we sought to investigate the intrinsic drivers of software engineers influencing their sense of accountability for code quality, relying on self-reported claims. In Phase II, we tested these traits in a more natural setting by simulating traditional peer-led reviews with focus groups and then LLM-assisted review sessions. We found that there are four key intrinsic drivers of accountability for code quality: personal standards , professional integrity , pride in code quality , and maintaining one’s reputation . In a traditional peer-led review, we observed a transition from individual to collective accountability when code reviews are initiated. We also found that the introduction of LLM-assisted reviews disrupts this accountability process, challenging the reciprocity of accountability taking place in peer-led evaluations, i.e., one cannot be accountable to an LLM. Our findings imply that the introduction of AI into SE must preserve social integrity and collective accountability mechanisms.",seek_full_text,"Potentially eligible developer, team or repository evidence",include_contextual,Survey or qualitative evidence retained to interpret adoption and workflow context,,
JR-046,AceCoder : An Effective Prompting Technique Specialized in Code Generation,2024,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3675395,https://doi.org/10.1145/3675395,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Large language models (LLMs) have shown great success in code generation. LLMs take as the input a prompt and output the code. How to make prompts (i.e., Prompting Techniques ) is a key question. Existing prompting techniques are designed for natural language generation and have low accuracy in code generation. In this article, we propose a new prompting technique named AceCoder . Our motivation is that code generation meets two unique challenges (i.e., requirement understanding and code implementation). AceCoder contains two novel mechanisms (i.e., guided code generation and example retrieval) to solve these challenges. ❶ Guided code generation asks LLMs first to analyze requirements and output an intermediate preliminary (e.g., test cases). The preliminary clarifies requirements and tells LLMs “what to write.” ❷ Example retrieval selects similar programs as examples in prompts, which provide lots of relevant content (e.g., algorithms, APIs) and teach LLMs “how to write.” We apply AceCoder to four LLMs (e.g., GPT-3.5, CodeGeeX) and evaluate it on three public benchmarks using the Pass@ \(k\) . Results show that AceCoder can significantly improve the performance of LLMs on code generation. In terms of Pass@1, AceCoder outperforms the SOTA baseline by up to 56.4% in MBPP, 70.7% in MBJP, and 88.4% in MBJSP . AceCoder is effective in LLMs with different sizes (i.e., 6B–13B) and different languages (i.e., Python, Java, and JavaScript). Human evaluation shows human developers prefer programs from AceCoder .",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-047,ActRef: Enhancing the Understanding of Python Code Refactoring with Action-Based Analysis,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3816040,https://doi.org/10.1145/3816040,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Refactoring is the process of improving the code structure of a software system without altering its behavior. It is crucial for managing code evolution in software development. Identifying refactoring actions in source code is essential for understanding software evolution and guiding developers in maintaining and improving code quality. However, existing tools frequently struggle to detect complex and diverse refactoring types in Python, because most of them are designed for Java-centric environments. This limitation hinders their ability to address Python's dynamic and flexible syntax effectively. This study presents an action-based Refactoring Analysis Framework named ActRef , a novel algorithm designed to advance the detection and understanding of Python refactorings through a unique code change action-based analysis of code changes. ActRef mines 15 refactoring types (e.g., move, rename, extract, and inline operations) based on diff actions, covering 4 granularity levels, including variable, method, class, and module levels. By focusing on the code change actions, ActRef provides a Python-adaptive solution to detect intricate refactoring patterns. Our evaluation is conducted on 1,915 manually validated refactoring instances from 136 open-source Python projects. The evaluation results show that ActRef achieves high precision (0.80) and recall (0.92), effectively identifying 15 refactoring types. Compared with leading baselines, including PyRef, PyRef with MLRefScanner, DeepSeek-R1, and ChatGPT-4, ActRef consistently demonstrates superior performance in detecting Python refactorings across various types. While matching PyRef in runtime efficiency, ActRef supports a broader spectrum of refactoring types and more refactoring mining levels. ActRef shows an effective and scalable approach for mining refactorings in dynamic Python codebases and introduces a new perspective on understanding code.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-048,AdaptiveLog: An Adaptive Log Analysis Framework with the Collaboration of Large and Small Language Model,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3749840,https://doi.org/10.1145/3749840,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Automated log analysis is crucial to ensure the high availability and reliability of complex systems. The advent of Large Language Models (LLMs) in Natural Language Processing (NLP) has ushered in a new era of language model-driven automated log analysis, garnering significant interest. Within this field, two primary paradigms based on language models for log analysis have become prominent. Small Language Models (SLMs) (such as BERT) follow the pre-train and fine-tune paradigm, focusing on the specific log analysis task through fine-tuning on supervised datasets. On the other hand, LLMs (such as ChatGPT) following the in-context learning paradigm, analyze logs by providing a few examples in prompt contexts without updating parameters. Despite their respective strengths, both models exhibit inherent limitations. By comparing SLMs and LLMs, we notice that SLMs are more cost-effective but less powerful, whereas LLMs with large parameters are highly powerful but expensive and inefficient. To tradeoff between the performance and inference costs of both models in automated log analysis, this article introduces an adaptive log analysis framework known as AdaptiveLog, which effectively reduces the costs associated with LLM while ensuring superior results. This framework collaborates an LLM and an SLM, strategically allocating the LLM to tackle complex logs while delegating simpler logs to the SLM. Specifically, to efficiently query the LLM, we propose an adaptive selection strategy based on the uncertainty estimation of the SLM, where the LLM is invoked only when the SLM is uncertain. In addition, to enhance the reasoning ability of the LLM in log analysis tasks, we propose a novel prompt strategy by retrieving similar error-prone cases as the reference, enabling the model to leverage past error experiences and learn solutions from these cases. We evaluate AdaptiveLog on different log analysis tasks, Extensive experiments demonstrate that AdaptiveLog achieves state-of-the-art results across different tasks, elevating the overall accuracy of log analysis while maintaining cost efficiency. Our source code and detailed experimental data are available at https://github.com/LeaperOvO/AdaptiveLog-review .",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-049,Advancing Code Coverage: Incorporating Program Analysis with Large Language Models,2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3748505,https://doi.org/10.1145/3748505,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Automatic test generation plays a critical role in software quality assurance. While the recent advances in Search-Based Software Testing (SBST) and Large Language Models (LLMs) have shown promise in generating useful tests, these techniques still struggle to cover certain branches. Reaching these hard-to-cover branches usually requires constructing complex objects and resolving intricate inter-procedural dependencies in branch conditions, which poses significant challenges for existing techniques. In this work, we propose TELPA, a novel technique aimed at addressing these challenges. Its key insight lies in extracting real usage scenarios of the target method under test to learn how to construct complex objects and extracting methods entailing inter-procedural dependencies with hard-to-cover branches to learn the semantics of branch constraints. To enhance efficiency and effectiveness, TELPA identifies a set of ineffective tests as counter-examples for LLMs and employs a feedback-based process to iteratively refine these counter-examples. Then, TELPA integrates program analysis results and counter-examples into the prompt, guiding LLMs to gain deeper understandings of the semantics of the target method and generate diverse tests that can reach the hard-to-cover branches. Our experimental results on 27 open-source Python projects demonstrate that TELPA significantly outperforms the state-of-the-art SBST and LLM-enhanced techniques, achieving an average improvement of 34.10% and 25.93% in terms of branch coverage.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-050,"Advancing LLM-Based Issue Report Classification with Explained Few-Shot Learning, Intent Extraction, Ensemble, and Summarization",2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3815577,https://doi.org/10.1145/3815577,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"Effective software maintenance requires automated issue report classification due to increasing report volume and complexity. Although fine-tuned BERT models and Large Language Models (LLMs) have exhibited potential in this field, they face critical limitations in handling lengthy reports and ensuring classification consistency. This paper presents an LLM-based method for processing long reports and explores two classification perspectives, namely user intent understanding and example-based decision-making. On this basis, we propose three LLM-based methods: (1) Intent Extraction and Classification, which identifies and classifies user intent from issue reports; (2) Ensemble Classification, which enhances the intent-based method through majority voting; and (3) Explained Few-Shot Learning, which implements the example-based strategy with transparent rationales. We compare these methods against 3 baselines: a RoBERTa-based model, SETFIT, and a previous LLM-based method, using GPT-4o, GPT-3.5-turbo, and Qwen 2.5-32B, through an extensive evaluation that comprises consistency analysis, ablation studies, and an analysis of misclassification patterns. The results show that GPT-4 outperforms the state-of-the-art by 5–8% and performs well across all methods. Furthermore, the results show that Qwen-2.5 performs better than the larger GPT-3.5-turbo, suggesting that multiple factors beyond parameter count–including architectural design, training data composition, and optimization strategies–influence classification performance. The analysis creates a taxonomy of classification challenges and reveals important findings about the pros and cons of each approach. We also introduced innovative ensemble techniques based on LLM perplexity and adaptive strategies capable of selecting the most effective LLM and proposed classification method under specific privacy constraints.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-051,"An Empirical Analysis of Machine Learning Model and Dataset Documentation, Supply Chain, and Licensing Challenges on Hugging Face",2026,ACM Transactions on Software Engineering and Methodology,1049-331X,10.1145/3776739,https://doi.org/10.1145/3776739,J03,candidate,AI-coding and software-development markers present,unique_for_screening,"The last decade has seen widespread adoption of Machine Learning (ML) components in software systems. This has occurred in nearly every domain, from natural language processing to computer vision. These ML components range from relatively simple neural networks to complex and resource-intensive large language models. However, despite this widespread adoption, little is known about the supply chain relationships that produce these models, which can have implications for compliance and security. In this work, we conducted an extensive analysis of 760,460 models and 175,000 datasets extracted from the popular model-sharing site Hugging Face. First, we evaluate the current state of documentation in the Hugging Face supply chain, report real-world examples of shortcomings, and offer actionable suggestions for improvement. Next, we analyze the underlying structure of the existing supply chain. Finally, we explore the current licensing landscape against what was reported in previous work and discuss the unique challenges posed in this domain. Our results motivate multiple research avenues, including the need for better license management for ML models/datasets, better support for model documentation, and automated inconsistency checking and validation. We make our research infrastructure and dataset available to facilitate future research.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
